invoice_id,customer_id,territory,invoice_date,amount_inr
SINV-12495,CUST-03664,Hyderabad,2023-09-07,10500
SINV-97499,CUST-03664,Hyderabad,2023-08-19,20288
SINV-43774,CUST-03664,Hyderabad,2023-07-06,15250
SINV-17439,CUST-03664,Hyderabad,2023-11-05,15444
SINV-95880,CUST-03664,Hyderabad,2023-07-14,17811
SINV-18604,CUST-03664,Hyderabad,2023-07-30,11786
SINV-65493,CUST-03914,Ahmedabad,2023-07-21,132720
SINV-96459,CUST-03914,Ahmedabad,2023-07-28,95575
SINV-32943,CUST-08886,Mumbai,2023-07-09,4941
SINV-23080,CUST-08886,Mumbai,2023-07-16,4959
SINV-74586,CUST-08886,Mumbai,2023-07-22,5279
SINV-86208,CUST-08886,Mumbai,2023-07-12,4085
SINV-59380,CUST-08886,Mumbai,2023-07-13,4406
SINV-61666,CUST-08886,Mumbai,2023-08-05,3527
SINV-34464,CUST-10862,Coimbatore,2024-02-14,33895
SINV-66794,CUST-10862,Coimbatore,2024-04-18,68216
SINV-45051,CUST-10862,Coimbatore,2024-05-02,60481
SINV-63492,CUST-10862,Coimbatore,2024-09-30,32384
SINV-82577,CUST-10862,Coimbatore,2024-09-01,32555
SINV-17919,CUST-10862,Coimbatore,2024-05-20,55915
SINV-71398,CUST-04844,Coimbatore,2024-07-29,138132
SINV-79038,CUST-04844,Coimbatore,2023-12-04,129252
SINV-61029,CUST-01440,Ahmedabad,2024-07-23,27903
SINV-30088,CUST-01440,Ahmedabad,2024-06-25,54981
SINV-32779,CUST-01440,Ahmedabad,2025-01-23,33215
SINV-17015,CUST-00058,Coimbatore,2024-12-28,12875
SINV-90087,CUST-00058,Coimbatore,2024-05-22,20356
SINV-65075,CUST-00058,Coimbatore,2024-05-20,10725
SINV-51055,CUST-00058,Coimbatore,2024-10-17,14819
SINV-50162,CUST-00058,Coimbatore,2025-03-10,20080
SINV-20573,CUST-00058,Coimbatore,2024-12-13,23266
SINV-62396,CUST-09473,Coimbatore,2024-06-20,3112
SINV-33535,CUST-09473,Coimbatore,2024-05-19,3816
SINV-30895,CUST-09473,Coimbatore,2024-06-15,2702
SINV-95012,CUST-09473,Coimbatore,2024-02-06,4063
SINV-99115,CUST-09473,Coimbatore,2025-01-28,3050
SINV-84200,CUST-09473,Coimbatore,2024-01-18,2894
SINV-34910,CUST-04118,Coimbatore,2025-03-27,18676
SINV-15256,CUST-04118,Coimbatore,2024-07-19,11031
SINV-89392,CUST-04118,Coimbatore,2024-03-30,13116
SINV-86058,CUST-02880,Chennai,2024-07-21,11042
SINV-67608,CUST-02880,Chennai,2024-11-17,12470
SINV-52566,CUST-02880,Chennai,2024-07-05,11049
SINV-29615,CUST-02880,Chennai,2024-01-31,12040
SINV-58530,CUST-02880,Chennai,2024-06-17,7939
SINV-77235,CUST-02880,Chennai,2024-10-16,12018
SINV-25516,CUST-08181,Coimbatore,2023-10-01,9533
SINV-10377,CUST-08181,Coimbatore,2023-07-17,16448
SINV-65202,CUST-08181,Coimbatore,2023-12-06,9834
SINV-31784,CUST-08181,Coimbatore,2023-11-17,10109
SINV-60706,CUST-03076,Ahmedabad,2023-10-01,13076
SINV-50393,CUST-03076,Ahmedabad,2023-08-13,12276
SINV-84415,CUST-03076,Ahmedabad,2023-08-13,8462
SINV-94844,CUST-03076,Ahmedabad,2023-08-12,13062
SINV-45935,CUST-03076,Ahmedabad,2023-07-15,14455
SINV-24991,CUST-03076,Ahmedabad,2023-08-22,13628
SINV-71575,CUST-06915,Coimbatore,2024-08-18,12972
SINV-87317,CUST-06915,Coimbatore,2025-06-12,9918
SINV-47888,CUST-06915,Coimbatore,2025-04-13,9999
SINV-54361,CUST-06915,Coimbatore,2024-12-03,17851
SINV-44890,CUST-06915,Coimbatore,2024-08-09,12761
SINV-77367,CUST-06915,Coimbatore,2024-08-05,16796
SINV-23581,CUST-09352,Ahmedabad,2023-11-12,2889
SINV-99077,CUST-09352,Ahmedabad,2023-07-17,2759
SINV-95638,CUST-09352,Ahmedabad,2023-07-30,1773
SINV-72509,CUST-09352,Ahmedabad,2023-12-13,2018
SINV-64545,CUST-09352,Ahmedabad,2023-09-20,1859
SINV-38339,CUST-09352,Ahmedabad,2023-07-24,3484
SINV-38102,CUST-13999,Mumbai,2023-08-08,4294
SINV-30568,CUST-13999,Mumbai,2024-02-11,5130
SINV-83013,CUST-13999,Mumbai,2023-08-08,5047
SINV-61944,CUST-13999,Mumbai,2024-03-11,6776
SINV-78868,CUST-13999,Mumbai,2023-07-21,4007
SINV-58546,CUST-13999,Mumbai,2023-08-15,6880
SINV-44988,CUST-14021,Coimbatore,2023-08-19,4020
SINV-27872,CUST-14021,Coimbatore,2023-07-14,7278
SINV-87547,CUST-14021,Coimbatore,2023-08-08,3331
SINV-21736,CUST-14021,Coimbatore,2023-07-07,7665
SINV-20263,CUST-14021,Coimbatore,2023-08-17,7552
SINV-65815,CUST-14021,Coimbatore,2023-07-13,6791
SINV-15399,CUST-11300,Chennai,2023-08-03,3429
SINV-49331,CUST-11300,Chennai,2023-07-11,2983
SINV-43078,CUST-11300,Chennai,2023-09-11,4073
SINV-58755,CUST-11300,Chennai,2023-08-06,3105
SINV-11150,CUST-11300,Chennai,2023-10-19,3451
SINV-11992,CUST-11300,Chennai,2024-01-10,2668
SINV-95666,CUST-06764,Mumbai,2025-02-24,15649
SINV-89457,CUST-06764,Mumbai,2024-12-01,25002
SINV-56599,CUST-06764,Mumbai,2025-05-06,24614
SINV-45770,CUST-06764,Mumbai,2025-03-27,21831
SINV-73404,CUST-08122,Coimbatore,2025-02-04,26279
SINV-15605,CUST-08122,Coimbatore,2024-05-16,24012
SINV-90134,CUST-08122,Coimbatore,2025-01-18,22278
SINV-30107,CUST-08122,Coimbatore,2024-12-27,18133
SINV-35261,CUST-08122,Coimbatore,2025-02-24,29920
SINV-70763,CUST-08122,Coimbatore,2024-11-26,28321
SINV-65755,CUST-02027,Ahmedabad,2023-08-29,140734
SINV-17945,CUST-02027,Ahmedabad,2023-09-11,187026
SINV-29314,CUST-02027,Ahmedabad,2023-07-25,305286
SINV-30141,CUST-02027,Ahmedabad,2023-07-23,239876
SINV-69554,CUST-08202,Ahmedabad,2024-03-15,3926
SINV-75141,CUST-08202,Ahmedabad,2024-03-16,5387
SINV-14414,CUST-08202,Ahmedabad,2025-04-16,5998
SINV-98608,CUST-08202,Ahmedabad,2024-10-06,4046
SINV-46625,CUST-08202,Ahmedabad,2024-09-27,7225
SINV-56179,CUST-08202,Ahmedabad,2025-01-26,6977
SINV-81416,CUST-12040,Hyderabad,2023-08-05,3087
SINV-63493,CUST-12040,Hyderabad,2023-08-07,1985
SINV-74801,CUST-12040,Hyderabad,2023-08-22,2600
SINV-17761,CUST-12040,Hyderabad,2023-07-31,3439
SINV-76132,CUST-12040,Hyderabad,2023-08-18,3543
SINV-61976,CUST-12040,Hyderabad,2023-07-04,2680
SINV-91731,CUST-06484,Coimbatore,2023-12-16,2813
SINV-88370,CUST-06484,Coimbatore,2024-11-19,1761
SINV-34006,CUST-06484,Coimbatore,2024-12-11,2473
SINV-66117,CUST-06484,Coimbatore,2025-01-25,2999
SINV-97888,CUST-02447,Coimbatore,2024-12-13,3259
SINV-56189,CUST-02447,Coimbatore,2024-05-04,3687
SINV-89438,CUST-01451,Hyderabad,2024-09-11,87061
SINV-39582,CUST-01451,Hyderabad,2024-02-26,155258
SINV-90593,CUST-01451,Hyderabad,2024-11-03,106135
SINV-38684,CUST-01451,Hyderabad,2024-10-26,155927
SINV-58728,CUST-01451,Hyderabad,2025-02-14,162029
SINV-47740,CUST-01451,Hyderabad,2024-06-16,79982
SINV-44191,CUST-09799,Ahmedabad,2023-08-06,4582
SINV-73622,CUST-09799,Ahmedabad,2023-07-20,3810
SINV-89213,CUST-09799,Ahmedabad,2023-07-26,3393
SINV-27759,CUST-09799,Ahmedabad,2023-07-24,2401
SINV-61725,CUST-09799,Ahmedabad,2023-10-06,2945
SINV-44869,CUST-09799,Ahmedabad,2023-08-21,4380
SINV-27508,CUST-09279,Coimbatore,2024-06-10,12662
SINV-66619,CUST-09279,Coimbatore,2024-05-20,16554
SINV-19201,CUST-09279,Coimbatore,2024-12-19,11156
SINV-73399,CUST-09279,Coimbatore,2024-06-12,10522
SINV-71248,CUST-09279,Coimbatore,2024-07-08,18229
SINV-30713,CUST-09279,Coimbatore,2025-02-13,9029
SINV-87238,CUST-11309,Coimbatore,2023-07-24,18523
SINV-44283,CUST-11309,Coimbatore,2023-07-17,13374
SINV-53661,CUST-11309,Coimbatore,2023-08-06,12884
SINV-63695,CUST-11309,Coimbatore,2023-07-18,17713
SINV-24684,CUST-11309,Coimbatore,2023-08-19,10484
SINV-82042,CUST-11309,Coimbatore,2023-08-25,19343
SINV-46290,CUST-01961,Chennai,2024-05-04,4192
SINV-75254,CUST-01961,Chennai,2023-07-01,6478
SINV-88662,CUST-01961,Chennai,2023-09-03,7501
SINV-44944,CUST-01961,Chennai,2023-11-24,5666
SINV-16528,CUST-01961,Chennai,2023-07-07,6786
SINV-88484,CUST-01961,Chennai,2023-07-28,4751
SINV-44714,CUST-07869,Coimbatore,2024-11-26,5905
SINV-37377,CUST-07869,Coimbatore,2024-08-02,7744
SINV-70223,CUST-07869,Coimbatore,2024-06-07,4278
SINV-86460,CUST-07869,Coimbatore,2024-11-06,8808
SINV-15426,CUST-07869,Coimbatore,2024-01-17,8805
SINV-78493,CUST-07869,Coimbatore,2024-07-09,4874
SINV-37790,CUST-07944,Chennai,2024-11-28,20709
SINV-33858,CUST-07944,Chennai,2025-03-29,28792
SINV-30563,CUST-07944,Chennai,2025-01-16,28124
SINV-91565,CUST-07944,Chennai,2024-12-02,27614
SINV-33454,CUST-07700,Ahmedabad,2024-02-26,10704
SINV-63771,CUST-07700,Ahmedabad,2023-09-19,11352
SINV-38353,CUST-07700,Ahmedabad,2023-08-07,11385
SINV-17308,CUST-07700,Ahmedabad,2023-07-22,10298
SINV-86437,CUST-07700,Ahmedabad,2023-09-14,12646
SINV-20690,CUST-07700,Ahmedabad,2023-07-23,8712
SINV-31954,CUST-07650,Coimbatore,2023-08-18,1992
SINV-61960,CUST-07650,Coimbatore,2023-08-10,2207
SINV-60705,CUST-07650,Coimbatore,2023-08-09,1689
SINV-64524,CUST-07650,Coimbatore,2023-07-12,2199
SINV-38393,CUST-07650,Coimbatore,2023-08-20,3121
SINV-88019,CUST-07650,Coimbatore,2023-07-26,1418
SINV-70862,CUST-07258,Mumbai,2025-05-21,12421
SINV-36385,CUST-07258,Mumbai,2024-09-11,11362
SINV-97759,CUST-07258,Mumbai,2025-04-23,6086
SINV-23245,CUST-07258,Mumbai,2025-05-02,7688
SINV-89787,CUST-07258,Mumbai,2024-04-19,7689
SINV-27017,CUST-07258,Mumbai,2025-05-13,10437
SINV-35190,CUST-09028,Ahmedabad,2023-07-11,12554
SINV-61315,CUST-09028,Ahmedabad,2023-08-04,13893
SINV-97120,CUST-09028,Ahmedabad,2023-09-21,15560
SINV-26761,CUST-09028,Ahmedabad,2023-08-30,13788
SINV-54133,CUST-09028,Ahmedabad,2023-08-09,13009
SINV-92918,CUST-09028,Ahmedabad,2023-10-01,12875
SINV-43596,CUST-14123,Chennai,2024-03-03,4280
SINV-29779,CUST-14123,Chennai,2025-03-13,5054
SINV-78493,CUST-14123,Chennai,2024-02-17,2672
SINV-90885,CUST-14123,Chennai,2024-11-30,4541
SINV-41988,CUST-05789,Coimbatore,2024-08-17,8134
SINV-84023,CUST-05789,Coimbatore,2024-04-01,7695
SINV-35202,CUST-05789,Coimbatore,2024-05-16,6382
SINV-17444,CUST-05789,Coimbatore,2023-11-22,11504
SINV-91511,CUST-05789,Coimbatore,2024-01-17,9379
SINV-89860,CUST-04001,Mumbai,2024-01-04,5030
SINV-85935,CUST-04001,Mumbai,2023-10-20,5281
SINV-74123,CUST-04001,Mumbai,2024-12-20,6294
SINV-76871,CUST-04001,Mumbai,2023-12-14,5953
SINV-95277,CUST-04001,Mumbai,2024-08-20,6487
SINV-96306,CUST-04001,Mumbai,2024-11-18,7309
SINV-44039,CUST-00586,Coimbatore,2024-01-16,25281
SINV-52716,CUST-00586,Coimbatore,2024-04-22,12488
SINV-35695,CUST-00586,Coimbatore,2024-11-04,15092
SINV-79251,CUST-00586,Coimbatore,2024-09-05,11825
SINV-37198,CUST-00586,Coimbatore,2024-12-24,23933
SINV-35422,CUST-00586,Coimbatore,2024-06-22,20662
SINV-91847,CUST-05001,Chennai,2023-08-20,2711
SINV-69670,CUST-05001,Chennai,2023-08-06,4796
SINV-96136,CUST-05001,Chennai,2023-07-25,2795
SINV-79220,CUST-05001,Chennai,2023-08-22,3588
SINV-28239,CUST-05001,Chennai,2023-07-16,3041
SINV-81606,CUST-05001,Chennai,2023-08-08,4568
SINV-74660,CUST-13516,Chennai,2025-01-20,5378
SINV-92683,CUST-13516,Chennai,2024-03-09,3997
SINV-31863,CUST-13516,Chennai,2025-02-03,2887
SINV-73024,CUST-13516,Chennai,2025-03-15,4210
SINV-75148,CUST-13516,Chennai,2025-01-11,3763
SINV-51242,CUST-13516,Chennai,2025-05-31,5347
SINV-19315,CUST-13228,Coimbatore,2025-05-10,13247
SINV-21481,CUST-13228,Coimbatore,2025-05-16,17710
SINV-45050,CUST-13228,Coimbatore,2025-01-26,16203
SINV-27845,CUST-13228,Coimbatore,2025-02-28,25724
SINV-26502,CUST-13228,Coimbatore,2024-02-04,24199
SINV-37227,CUST-13228,Coimbatore,2024-07-07,18756
SINV-41153,CUST-02688,Chennai,2024-08-01,35196
SINV-20090,CUST-02688,Chennai,2024-03-14,62746
SINV-21356,CUST-02688,Chennai,2024-09-16,71598
SINV-60740,CUST-02688,Chennai,2024-08-11,71779
SINV-60831,CUST-02126,Hyderabad,2023-08-05,15762
SINV-42269,CUST-02126,Hyderabad,2023-07-16,13767
SINV-65961,CUST-02126,Hyderabad,2023-08-02,13327
SINV-57392,CUST-02126,Hyderabad,2023-08-28,7535
SINV-60252,CUST-02126,Hyderabad,2023-07-12,13568
SINV-67094,CUST-11719,Chennai,2024-07-08,246491
SINV-39956,CUST-11719,Chennai,2024-10-20,127818
SINV-29913,CUST-11719,Chennai,2024-06-10,230776
SINV-15458,CUST-11719,Chennai,2024-10-11,123488
SINV-17001,CUST-11719,Chennai,2024-06-24,247686
SINV-44680,CUST-11719,Chennai,2025-03-08,111106
SINV-74838,CUST-12940,Coimbatore,2023-08-08,21358
SINV-28438,CUST-12940,Coimbatore,2023-08-16,23762
SINV-39657,CUST-12940,Coimbatore,2023-07-12,21088
SINV-63689,CUST-15094,Hyderabad,2024-08-25,14338
SINV-99416,CUST-15094,Hyderabad,2025-04-21,12932
SINV-37211,CUST-15094,Hyderabad,2024-01-06,10679
SINV-94063,CUST-15094,Hyderabad,2024-12-10,15000
SINV-16728,CUST-15094,Hyderabad,2025-04-18,13279
SINV-62159,CUST-08710,Mumbai,2023-08-04,12575
SINV-83252,CUST-08710,Mumbai,2023-08-09,21171
SINV-74664,CUST-08710,Mumbai,2023-07-30,11247
SINV-41705,CUST-08710,Mumbai,2024-01-26,20882
SINV-49081,CUST-08710,Mumbai,2024-02-07,20325
SINV-19314,CUST-08710,Mumbai,2023-07-14,18154
SINV-64983,CUST-03602,Coimbatore,2023-12-08,780
SINV-55120,CUST-03602,Coimbatore,2024-06-17,1039
SINV-64474,CUST-03602,Coimbatore,2023-12-08,1080
SINV-17177,CUST-03602,Coimbatore,2024-05-24,721
SINV-90190,CUST-03602,Coimbatore,2024-10-21,839
SINV-82522,CUST-03602,Coimbatore,2024-04-09,989
SINV-95678,CUST-10502,Mumbai,2023-12-03,14856
SINV-73947,CUST-10502,Mumbai,2024-04-21,10204
SINV-25240,CUST-04367,Chennai,2024-03-06,3431
SINV-13434,CUST-04367,Chennai,2023-09-17,2251
SINV-43234,CUST-04367,Chennai,2024-03-07,3129
SINV-22405,CUST-04367,Chennai,2024-01-26,2643
SINV-97442,CUST-04367,Chennai,2023-11-20,2425
SINV-53307,CUST-04367,Chennai,2024-07-14,1625
SINV-54222,CUST-03118,Coimbatore,2023-07-09,22492
SINV-48190,CUST-03118,Coimbatore,2023-08-17,15006
SINV-61257,CUST-03118,Coimbatore,2023-08-10,26909
SINV-10899,CUST-03118,Coimbatore,2023-07-10,21361
SINV-88706,CUST-03118,Coimbatore,2023-07-02,16588
SINV-83790,CUST-03118,Coimbatore,2023-08-06,14593
SINV-83898,CUST-12855,Coimbatore,2024-05-01,15549
SINV-72406,CUST-12855,Coimbatore,2025-05-13,19591
SINV-69874,CUST-08336,Ahmedabad,2024-12-06,7200
SINV-51510,CUST-08336,Ahmedabad,2024-10-01,4154
SINV-69302,CUST-08336,Ahmedabad,2024-11-21,7728
SINV-50552,CUST-08336,Ahmedabad,2023-12-02,4298
SINV-82080,CUST-08336,Ahmedabad,2024-07-14,6188
SINV-53574,CUST-08336,Ahmedabad,2024-12-22,6836
SINV-61422,CUST-15153,Coimbatore,2023-07-26,500
SINV-83302,CUST-15153,Coimbatore,2023-07-15,500
SINV-82394,CUST-15153,Coimbatore,2023-07-07,500
SINV-30597,CUST-15153,Coimbatore,2023-07-06,500
SINV-79529,CUST-15153,Coimbatore,2023-07-11,500
SINV-92008,CUST-15153,Coimbatore,2023-07-18,500
SINV-93571,CUST-12405,Coimbatore,2023-10-14,8118
SINV-55379,CUST-12405,Coimbatore,2023-10-27,6867
SINV-80345,CUST-12405,Coimbatore,2023-08-20,7926
SINV-53069,CUST-12405,Coimbatore,2023-07-18,8217
SINV-96613,CUST-12405,Coimbatore,2023-10-22,7486
SINV-66409,CUST-12405,Coimbatore,2023-07-23,5591
SINV-86516,CUST-10815,Hyderabad,2024-02-11,20272
SINV-55883,CUST-10815,Hyderabad,2024-08-04,13963
SINV-39473,CUST-10815,Hyderabad,2024-03-07,17250
SINV-56690,CUST-10815,Hyderabad,2024-04-03,15717
SINV-61969,CUST-10815,Hyderabad,2024-09-27,20287
SINV-78150,CUST-10815,Hyderabad,2023-12-30,14494
SINV-18188,CUST-16049,Mumbai,2024-11-10,8998
SINV-49922,CUST-16049,Mumbai,2024-11-04,10889
SINV-88778,CUST-16049,Mumbai,2023-11-20,15801
SINV-51201,CUST-16049,Mumbai,2023-09-25,18447
SINV-86223,CUST-16049,Mumbai,2024-11-01,11383
SINV-25044,CUST-16049,Mumbai,2024-03-07,10094
SINV-81545,CUST-09800,Mumbai,2024-04-18,2217
SINV-19530,CUST-09800,Mumbai,2024-10-11,2179
SINV-53886,CUST-09800,Mumbai,2025-04-11,4624
SINV-74908,CUST-09800,Mumbai,2025-01-13,4684
SINV-80292,CUST-09800,Mumbai,2024-07-01,3821
SINV-11171,CUST-16172,Mumbai,2024-02-12,8099
SINV-19099,CUST-16172,Mumbai,2024-02-26,6797
SINV-24278,CUST-16172,Mumbai,2024-10-07,5881
SINV-21130,CUST-16172,Mumbai,2023-07-14,11002
SINV-14920,CUST-05401,Ahmedabad,2023-08-23,29482
SINV-31332,CUST-05401,Ahmedabad,2023-08-19,29878
SINV-93933,CUST-05401,Ahmedabad,2023-07-10,23962
SINV-96580,CUST-05401,Ahmedabad,2023-07-15,31668
SINV-31338,CUST-05401,Ahmedabad,2023-07-06,33086
SINV-49194,CUST-05401,Ahmedabad,2023-07-25,15135
SINV-16320,CUST-13382,Mumbai,2023-12-20,7976
SINV-38590,CUST-13382,Mumbai,2024-03-10,12303
SINV-27506,CUST-13382,Mumbai,2023-12-13,11669
SINV-42361,CUST-13382,Mumbai,2024-05-02,9494
SINV-97802,CUST-13382,Mumbai,2024-05-05,11497
SINV-80636,CUST-13382,Mumbai,2024-06-23,9041
SINV-49869,CUST-05403,Coimbatore,2024-04-03,41313
SINV-62428,CUST-05403,Coimbatore,2024-02-27,48169
SINV-29277,CUST-05403,Coimbatore,2024-04-25,40836
SINV-48345,CUST-05403,Coimbatore,2024-06-07,73200
SINV-23962,CUST-05403,Coimbatore,2024-09-23,35497
SINV-46848,CUST-05403,Coimbatore,2024-08-24,44606
SINV-45232,CUST-01330,Hyderabad,2023-08-03,2075
SINV-22876,CUST-01330,Hyderabad,2023-08-24,1420
SINV-54707,CUST-01330,Hyderabad,2023-08-07,1164
SINV-88637,CUST-01330,Hyderabad,2023-07-27,1585
SINV-22832,CUST-01330,Hyderabad,2023-07-14,1504
SINV-90796,CUST-09163,Chennai,2023-10-12,3174
SINV-53239,CUST-09163,Chennai,2024-01-07,3065
SINV-48301,CUST-09163,Chennai,2023-11-04,3684
SINV-18221,CUST-09163,Chennai,2023-08-26,2422
SINV-92155,CUST-09163,Chennai,2023-09-16,2404
SINV-28986,CUST-09011,Chennai,2024-05-30,2288
SINV-22135,CUST-09011,Chennai,2025-02-11,2613
SINV-64044,CUST-09011,Chennai,2025-04-18,4114
SINV-93483,CUST-09011,Chennai,2025-05-01,2702
SINV-60016,CUST-09011,Chennai,2024-07-20,3713
SINV-97390,CUST-09011,Chennai,2024-08-20,3189
SINV-38296,CUST-12277,Hyderabad,2023-12-30,85674
SINV-37780,CUST-12277,Hyderabad,2023-11-15,91519
SINV-58338,CUST-12277,Hyderabad,2024-03-23,73370
SINV-36924,CUST-00547,Hyderabad,2024-03-05,24867
SINV-69323,CUST-00547,Hyderabad,2024-08-14,23371
SINV-58399,CUST-00547,Hyderabad,2024-05-30,42557
SINV-71853,CUST-00547,Hyderabad,2024-07-25,32160
SINV-28875,CUST-00547,Hyderabad,2024-01-06,35977
SINV-32783,CUST-00547,Hyderabad,2025-02-10,23896
SINV-51638,CUST-06178,Coimbatore,2023-08-11,15550
SINV-78048,CUST-12369,Mumbai,2023-12-12,1234
SINV-75088,CUST-12369,Mumbai,2024-08-01,635
SINV-68124,CUST-12369,Mumbai,2024-04-19,1057
SINV-62715,CUST-12369,Mumbai,2023-12-19,593
SINV-31418,CUST-12369,Mumbai,2024-06-30,672
SINV-67458,CUST-12369,Mumbai,2024-09-04,863
SINV-59587,CUST-14386,Mumbai,2023-08-17,1551
SINV-94454,CUST-14386,Mumbai,2023-08-13,2025
SINV-78335,CUST-14386,Mumbai,2023-07-22,2473
SINV-69669,CUST-14386,Mumbai,2023-07-25,1592
SINV-27606,CUST-14386,Mumbai,2023-07-04,2930
SINV-84396,CUST-14386,Mumbai,2023-07-01,1590
SINV-80940,CUST-10015,Coimbatore,2024-04-09,2348
SINV-13956,CUST-10015,Coimbatore,2024-10-01,3281
SINV-38751,CUST-10015,Coimbatore,2024-12-15,3365
SINV-89975,CUST-10015,Coimbatore,2024-03-18,3531
SINV-95949,CUST-10015,Coimbatore,2023-12-19,1592
SINV-20087,CUST-10015,Coimbatore,2024-07-22,3236
SINV-34984,CUST-04190,Mumbai,2023-12-09,56012
SINV-23261,CUST-04190,Mumbai,2024-09-22,53052
SINV-73635,CUST-04190,Mumbai,2024-02-09,32341
SINV-35873,CUST-04190,Mumbai,2024-12-13,55192
SINV-18016,CUST-04190,Mumbai,2025-02-15,48862
SINV-81218,CUST-04190,Mumbai,2024-02-24,44144
SINV-59220,CUST-01617,Hyderabad,2024-08-24,2946
SINV-83800,CUST-01617,Hyderabad,2024-03-29,6161
SINV-14380,CUST-01617,Hyderabad,2024-06-07,3939
SINV-72997,CUST-01617,Hyderabad,2023-11-01,4640
SINV-67238,CUST-01617,Hyderabad,2024-05-12,5858
SINV-87537,CUST-01617,Hyderabad,2024-12-03,3791
SINV-15833,CUST-15351,Chennai,2025-02-12,3112
SINV-22529,CUST-15351,Chennai,2024-09-20,2215
SINV-22383,CUST-15351,Chennai,2025-01-10,3383
SINV-90152,CUST-15351,Chennai,2025-04-18,4111
SINV-85794,CUST-15351,Chennai,2024-01-11,3110
SINV-73215,CUST-15351,Chennai,2024-02-11,3019
SINV-87312,CUST-04174,Ahmedabad,2024-07-31,10376
SINV-60288,CUST-04174,Ahmedabad,2023-12-18,11214
SINV-10373,CUST-04174,Ahmedabad,2024-12-14,12678
SINV-30925,CUST-04174,Ahmedabad,2025-02-04,16552
SINV-61254,CUST-04174,Ahmedabad,2024-02-25,12426
SINV-45377,CUST-04174,Ahmedabad,2024-09-18,16622
SINV-81671,CUST-16085,Mumbai,2024-09-11,20540
SINV-40155,CUST-16085,Mumbai,2024-02-20,37354
SINV-42740,CUST-16085,Mumbai,2024-11-24,36389
SINV-86789,CUST-16085,Mumbai,2025-02-25,23945
SINV-10546,CUST-16085,Mumbai,2024-06-02,29840
SINV-65806,CUST-16085,Mumbai,2024-03-14,35009
SINV-61362,CUST-13992,Coimbatore,2023-09-14,69060
SINV-19405,CUST-13992,Coimbatore,2023-11-18,65400
SINV-36027,CUST-01646,Coimbatore,2023-11-20,42182
SINV-67798,CUST-01646,Coimbatore,2024-05-28,25043
SINV-34818,CUST-01646,Coimbatore,2023-12-30,20306
SINV-37500,CUST-01646,Coimbatore,2024-10-09,40045
SINV-72869,CUST-01646,Coimbatore,2023-11-28,34464
SINV-48484,CUST-01646,Coimbatore,2025-02-06,31236
SINV-16638,CUST-00045,Hyderabad,2023-10-21,11801
SINV-80327,CUST-00045,Hyderabad,2024-07-19,8768
SINV-23111,CUST-00045,Hyderabad,2024-02-06,6759
SINV-19574,CUST-00045,Hyderabad,2024-01-21,8478
SINV-94330,CUST-00045,Hyderabad,2025-01-22,9786
SINV-80462,CUST-00045,Hyderabad,2024-05-14,10311
SINV-34059,CUST-02480,Coimbatore,2024-01-29,6701
SINV-62431,CUST-02480,Coimbatore,2024-03-24,10460
SINV-64732,CUST-02480,Coimbatore,2024-04-03,10705
SINV-46706,CUST-02480,Coimbatore,2025-03-08,7019
SINV-35827,CUST-02480,Coimbatore,2025-02-06,11708
SINV-87776,CUST-02480,Coimbatore,2025-03-24,11426
SINV-53398,CUST-06655,Chennai,2023-07-07,32077
SINV-49344,CUST-06655,Chennai,2023-08-25,30798
SINV-88039,CUST-06655,Chennai,2023-07-15,35779
SINV-48001,CUST-06655,Chennai,2023-07-17,41462
SINV-25117,CUST-06655,Chennai,2023-08-22,34785
SINV-23133,CUST-06655,Chennai,2023-08-11,43201
SINV-69975,CUST-00523,Mumbai,2023-09-24,4899
SINV-32842,CUST-00523,Mumbai,2023-08-06,4393
SINV-46975,CUST-00523,Mumbai,2023-07-28,5297
SINV-34983,CUST-00523,Mumbai,2023-08-23,2431
SINV-66418,CUST-00523,Mumbai,2023-08-20,5395
SINV-36440,CUST-00523,Mumbai,2023-07-15,4399
SINV-54856,CUST-00137,Mumbai,2024-01-29,8474
SINV-63024,CUST-00137,Mumbai,2024-04-06,5455
SINV-27983,CUST-00137,Mumbai,2023-10-25,8436
SINV-10721,CUST-00137,Mumbai,2024-12-11,8473
SINV-53499,CUST-00137,Mumbai,2024-08-18,8429
SINV-72083,CUST-00137,Mumbai,2024-05-21,9880
SINV-17310,CUST-04748,Chennai,2024-02-15,2700
SINV-51011,CUST-04748,Chennai,2025-04-03,2656
SINV-31861,CUST-04748,Chennai,2025-01-02,3823
SINV-14411,CUST-04748,Chennai,2024-05-12,4738
SINV-78527,CUST-04748,Chennai,2024-10-23,3379
SINV-76667,CUST-04748,Chennai,2025-04-06,2435
SINV-41972,CUST-04825,Coimbatore,2023-08-14,13370
SINV-15353,CUST-04825,Coimbatore,2023-07-10,14918
SINV-90041,CUST-04825,Coimbatore,2023-08-01,7707
SINV-69132,CUST-04825,Coimbatore,2023-07-16,8899
SINV-81669,CUST-04825,Coimbatore,2023-08-03,8590
SINV-10635,CUST-04825,Coimbatore,2023-09-29,11658
SINV-40777,CUST-08434,Ahmedabad,2024-10-14,6555
SINV-38565,CUST-08434,Ahmedabad,2024-11-19,5468
SINV-20178,CUST-08434,Ahmedabad,2024-04-09,5233
SINV-67425,CUST-08434,Ahmedabad,2024-04-24,8020
